period,state,price,sales
2021-09-01,New York,20.5,4932.44
2021-09-01,Minnesota,14.3,1671.03
2021-09-01,Michigan,17.64,2671.1
2021-09-01,Indiana,13.56,2802.91
2021-09-01,Illinois,13.02,3833.76
2021-09-01,Idaho,10.4,584.53
2021-09-01,Hawaii,34.57,239.28
2021-09-01,Georgia,12.87,5178.02
2021-09-01,Florida,12.34,12925.19
2021-09-01,District of Columbia,13.02,209.63
2021-09-01,Arkansas,11.8,1858.88
2021-09-01,Arizona,12.74,3928.24
2021-09-01,Oklahoma,12.03,2347.83
2021-09-01,Texas,12.26,16581.74
2021-08-01,Alabama,13.38,3397.28
2021-08-01,Pacific Contiguous,19.61,14679.99
2021-08-01,Mountain,12.28,12222.02
2021-08-01,U.S. Total,13.92,157791.77
2021-08-01,Pacific Noncontiguous,29.75,404.68
2021-08-01,West South Central,11.79,26289.52
2021-08-01,East South Central,11.9,12604.46
2021-08-01,South Atlantic,12.27,39429.42
2021-08-01,Alaska,23.27,145.04
2021-08-01,Massachusetts,22.19,2112.84
2021-08-01,Michigan,17.87,4030.11
2021-08-01,Maine,17.13,436.39
2021-08-01,Maryland,12.89,2883.33
2021-08-01,South Dakota,12.8,457.47
2021-08-01,North Dakota,11.99,384.18
2021-08-01,Tennessee,11.14,4452.49
2021-08-01,Pennsylvania,13.86,5554.69
2021-08-01,Rhode Island,20.35,366.51
2021-08-01,Arkansas,11.6,2021.69
2021-08-01,California,23.39,10279.15
2021-08-01,Colorado,13.5,2250.16
2021-08-01,Kentucky,11.63,2742.29
2021-08-01,Louisiana,11.45,3403.77
2021-08-01,Indiana,13.34,3537.59
2021-08-01,Montana,11.61,471.13
2021-08-01,Nebraska,11.55,1027.97
2021-08-01,Minnesota,14.01,2258.38
2021-08-01,Mississippi,11.46,2012.4
2021-08-01,South Carolina,12.83,3449.81
2021-08-01,Ohio,13.03,5654.16
2021-08-01,Oklahoma,11.37,2784.74
2021-08-01,Oregon,11.57,1650.69
2021-08-01,New York,19.97,5659.42
2021-08-01,North Carolina,11.33,6442.32
2021-08-01,Iowa,14.58,1452.97
2021-08-01,Kansas,13.1,1667.82
2021-08-01,New Jersey,16.75,3746.76
2021-08-01,New Mexico,14.42,767.7
2021-08-01,Nevada,10.98,1923.76
2021-08-01,New Hampshire,19.58,474.49
2021-08-01,Hawaii,33.36,259.64
2021-08-01,Idaho,10.71,762.45
2021-08-01,Illinois,12.85,5600.98
2021-08-01,District of Columbia,13.08,283.79
2021-08-01,Florida,11.84,13914.73
2021-08-01,Georgia,13.23,6416.27
2021-08-01,Missouri,13.16,3833.22
2021-08-01,Connecticut,20.8,1370.41
2021-08-01,Delaware,12.14,546.46
2021-08-01,Arizona,12.58,4656.93
2021-08-01,Wyoming,11.61,216.83
2021-08-01,New England,20.85,4962.84
2021-08-01,Middle Atlantic,16.89,14960.87
2021-08-01,East North Central,14.11,21155.96
2021-08-01,West North Central,13.3,11082.01
2021-08-01,West Virginia,12.21,963.81
2021-08-01,Wisconsin,14.44,2333.13
2021-08-01,Virginia,12.71,4528.89
2021-08-01,Washington,10.29,2750.15
2021-08-01,Texas,11.94,18079.32
2021-08-01,Utah,10.94,1173.07
2021-08-01,Vermont,19.1,202.2
2021-07-01,Alaska,23.39,144.29
2021-07-01,Mississippi,11.48,1920.8
2021-07-01,Minnesota,14.06,2278.64
2021-07-01,Michigan,17.8,3687.1
2021-07-01,Oklahoma,11.19,2674.02
2021-07-01,Ohio,13.08,5301.08
2021-07-01,North Dakota,12.25,398.21
2021-07-01,North Carolina,11.38,6132.81
2021-07-01,New York,19.64,5512.32
2021-07-01,New Mexico,14.39,768.87
2021-07-01,Middle Atlantic,16.75,14752.8
2021-07-01,New England,21.37,4660.65
2021-07-01,Wyoming,11.69,234.91
2021-07-01,Wisconsin,14.54,2315.69
2021-07-01,New Jersey,16.94,3769.61
2021-07-01,New Hampshire,19.05,459.22
2021-07-01,Nevada,10.85,2133.78
2021-07-01,Nebraska,11.54,1086.82
2021-07-01,West Virginia,12.1,977.6
2021-07-01,Washington,10.26,2813.09
2021-07-01,Virginia,12.53,4744.17
2021-07-01,Vermont,18.97,182.24
2021-07-01,Utah,10.93,1385.68
2021-07-01,Texas,11.73,17237.47
2021-07-01,Tennessee,11.17,4255.78
2021-07-01,South Dakota,12.83,452.86
2021-07-01,South Carolina,12.6,3340.11
2021-07-01,Rhode Island,20.51,323.38
2021-07-01,Pennsylvania,13.7,5470.87
2021-07-01,Oregon,11.53,1699.31
2021-07-01,Hawaii,33.48,253.78
2021-07-01,Georgia,13.47,6238.44
2021-07-01,Florida,11.78,13370.39
2021-07-01,District of Columbia,12.87,280.17
2021-07-01,Massachusetts,22.88,1997.11
2021-07-01,Maryland,12.95,2890.73
2021-07-01,Maine,16.37,429.97
2021-07-01,Louisiana,10.9,3262.88
2021-07-01,Kentucky,11.59,2638.47
2021-07-01,Kansas,13.12,1563.07
2021-07-01,Iowa,14.39,1510.57
2021-07-01,Indiana,13.34,3310.94
2021-07-01,Illinois,12.68,5064.66
2021-07-01,Idaho,10.39,950.23
2021-07-01,Montana,11.54,496.12
2021-07-01,Missouri,13.15,3673.71
2021-07-01,Alabama,13.23,3267.55
2021-07-01,U.S. Total,13.83,154494.57
2021-07-01,Pacific Noncontiguous,29.82,398.07
2021-07-01,Pacific Contiguous,19.02,15285.51
2021-07-01,Mountain,12.17,13032.19
2021-07-01,West South Central,11.55,25106.14
2021-07-01,East South Central,11.87,12082.58
2021-07-01,South Atlantic,12.26,38533.26
2021-07-01,West North Central,13.3,10963.88
2021-07-01,East North Central,14.08,19679.48
2021-07-01,Delaware,11.84,558.84
2021-07-01,Connecticut,22.1,1268.73
2021-07-01,Colorado,13.39,2232.66
2021-07-01,California,22.49,10773.12
2021-07-01,Arkansas,11.55,1931.77
2021-07-01,Arizona,12.64,4829.93
2021-06-01,District of Columbia,12.96,217.79
2021-06-01,U.S. Total,13.83,132153.49
2021-06-01,Pacific Noncontiguous,29.47,379.15
2021-06-01,East North Central,14.27,17782.27
2021-06-01,Middle Atlantic,16.65,12332.03
2021-06-01,New England,20.7,4251.04
2021-06-01,South Dakota,12.91,405.24
2021-06-01,South Atlantic,12.32,33343.31
2021-06-01,West North Central,13.32,9710.68
2021-06-01,Utah,10.76,1206.22
2021-06-01,Washington,10.15,2717.3
2021-06-01,New Mexico,13.88,681.35
2021-06-01,New Jersey,16.38,3175.18
2021-06-01,Wyoming,12.03,217.83
2021-06-01,Wisconsin,14.68,2114.68
2021-06-01,West Virginia,12.21,814.29
2021-06-01,Nebraska,11.25,905.58
2021-06-01,Pacific Contiguous,18.59,11867.5
2021-06-01,Mountain,12.14,11584.98
2021-06-01,West South Central,11.84,20875.15
2021-06-01,East South Central,12.01,10027.38
2021-06-01,Pennsylvania,13.99,4654.39
2021-06-01,Idaho,9.93,786.11
2021-06-01,Hawaii,32.97,238.12
2021-06-01,Tennessee,11.36,3437.06
2021-06-01,Texas,12.04,14379.22
2021-06-01,Virginia,12.41,3925.04
2021-06-01,Vermont,19.34,177.84
2021-06-01,Oklahoma,11.29,2201.52
2021-06-01,Iowa,13.99,1327.64
2021-06-01,Indiana,13.64,2910.06
2021-06-01,Illinois,12.83,4693.57
2021-06-01,Georgia,13.52,5338.25
2021-06-01,Oregon,11.51,1601.08
2021-06-01,New Hampshire,19.27,422.83
2021-06-01,Nevada,11.22,1791.62
2021-06-01,Maine,16.57,386.77
2021-06-01,Louisiana,11.35,2785.68
2021-06-01,Kentucky,11.46,2237.67
2021-06-01,Montana,11.5,394.25
2021-06-01,Missouri,13.22,3162.3
2021-06-01,Mississippi,11.77,1583.02
2021-06-01,Minnesota,14.17,2184.82
2021-06-01,Rhode Island,19.74,294.82
2021-06-01,Florida,11.88,12243.04
2021-06-01,Kansas,13.33,1376.98
2021-06-01,California,23.13,7549.11
2021-06-01,Arizona,12.66,4572.97
2021-06-01,Michigan,17.85,3429.75
2021-06-01,Massachusetts,22.2,1745.85
2021-06-01,Maryland,13.07,2426.14
2021-06-01,South Carolina,12.94,2766.92
2021-06-01,Delaware,12.4,430.56
2021-06-01,Ohio,13.31,4634.21
2021-06-01,North Dakota,12.23,348.11
2021-06-01,North Carolina,11.34,5181.29
2021-06-01,Connecticut,20.8,1222.94
2021-06-01,Colorado,13.07,1934.63
2021-06-01,Alaska,23.58,141.03
2021-06-01,Alabama,13.4,2769.62
2021-06-01,Arkansas,11.64,1508.73
2021-06-01,New York,19.6,4502.46
2021-05-01,Minnesota,13.63,1580.0
2021-05-01,West South Central,11.86,15212.72
2021-05-01,U.S. Total,13.86,101160.29
2021-05-01,Pacific Noncontiguous,29.07,377.67
2021-05-01,Pacific Contiguous,18.24,10443.15
2021-05-01,Mountain,12.1,8101.12
2021-05-01,Wyoming,11.41,193.09
2021-05-01,West Virginia,12.56,711.48
2021-05-01,Washington,10.21,2554.68
2021-05-01,Wisconsin,15.29,1573.75
2021-05-01,East North Central,14.68,12972.65
2021-05-01,Middle Atlantic,16.6,9033.84
2021-05-01,West North Central,12.58,6869.88
2021-05-01,Nebraska,11.26,652.9
2021-05-01,East South Central,12.22,7660.44
2021-05-01,South Atlantic,12.21,27294.43
2021-05-01,New England,21.34,3194.4
2021-05-01,Nevada,11.12,1108.95
2021-05-01,Virginia,12.06,2955.62
2021-05-01,Vermont,19.57,150.31
2021-05-01,Utah,10.03,741.23
2021-05-01,Texas,12.09,10486.28
2021-05-01,Kentucky,11.84,1701.52
2021-05-01,Kansas,13.84,864.59
2021-05-01,Iowa,13.37,957.05
2021-05-01,Pennsylvania,13.85,3625.92
2021-05-01,New Hampshire,19.95,322.84
2021-05-01,Montana,11.28,374.96
2021-05-01,Massachusetts,22.69,1333.83
2021-05-01,Maryland,12.88,1844.22
2021-05-01,Maine,16.61,342.11
2021-05-01,Louisiana,11.67,2085.04
2021-05-01,South Carolina,12.89,2202.3
2021-05-01,Rhode Island,20.8,210.68
2021-05-01,North Dakota,11.96,299.62
2021-05-01,North Carolina,11.65,4024.06
2021-05-01,Tennessee,11.43,2589.17
2021-05-01,South Dakota,13.09,328.16
2021-05-01,Ohio,12.99,3556.96
2021-05-01,Oregon,11.63,1345.18
2021-05-01,Oklahoma,10.88,1504.35
2021-05-01,Indiana,14.12,2166.84
2021-05-01,Illinois,14.18,3093.18
2021-05-01,Idaho,10.32,590.84
2021-05-01,Hawaii,32.99,229.25
2021-05-01,Georgia,13.16,4188.37
2021-05-01,Connecticut,22.11,834.64
2021-05-01,Colorado,12.53,1489.62
2021-05-01,Florida,11.76,10863.19
2021-05-01,District of Columbia,13.36,179.8
2021-05-01,Delaware,13.36,325.41
2021-05-01,Michigan,17.7,2581.91
2021-05-01,Alabama,13.42,2178.5
2021-05-01,California,22.74,6543.28
2021-05-01,Arkansas,11.34,1137.04
2021-05-01,Arizona,13.04,3115.25
2021-05-01,Alaska,23.02,148.42
2021-05-01,New Jersey,15.95,2016.45
2021-05-01,New York,19.93,3391.47
2021-05-01,New Mexico,13.17,487.19
2021-05-01,Missouri,11.38,2187.56
2021-05-01,Mississippi,12.25,1191.25
2021-04-01,Montana,11.06,424.38
2021-04-01,Missouri,11.08,2168.28
2021-04-01,Mississippi,11.96,1129.65
2021-04-01,Minnesota,13.25,1613.96
2021-04-01,Michigan,17.58,2394.61
2021-04-01,Massachusetts,23.45,1396.73
2021-04-01,Hawaii,32.92,209.59
2021-04-01,Maryland,12.96,1736.44
2021-04-01,Maine,16.45,423.93
2021-04-01,Louisiana,11.02,1813.05
2021-04-01,Kentucky,12.09,1626.1
2021-04-01,New York,18.55,3495.22
2021-04-01,New Mexico,12.96,454.14
2021-04-01,New Jersey,16.5,1775.58
2021-04-01,New Hampshire,19.81,331.63
2021-04-01,Nevada,12.16,821.14
2021-04-01,Nebraska,11.48,644.52
2021-04-01,U.S. Total,13.73,93890.88
2021-04-01,Pacific Noncontiguous,28.19,376.92
2021-04-01,Pacific Contiguous,17.53,9773.11
2021-04-01,Mountain,11.84,7123.04
2021-04-01,West South Central,11.79,13476.36
2021-04-01,East South Central,12.26,7414.56
2021-04-01,South Atlantic,12.06,24386.53
2021-04-01,West North Central,12.13,6900.71
2021-04-01,South Dakota,11.93,368.77
2021-04-01,South Carolina,12.99,2018.28
2021-04-01,Rhode Island,23.54,203.29
2021-04-01,Pennsylvania,13.73,3598.85
2021-04-01,Oregon,11.37,1468.01
2021-04-01,Oklahoma,11.41,1338.11
2021-04-01,Ohio,13.11,3421.19
2021-04-01,North Dakota,10.82,352.38
2021-04-01,Iowa,12.32,950.09
2021-04-01,North Carolina,11.51,4113.25
2021-04-01,East North Central,14.49,12220.63
2021-04-01,Middle Atlantic,16.18,8869.66
2021-04-01,New England,22.1,3349.36
2021-04-01,Wyoming,11.08,227.81
2021-04-01,Wisconsin,14.59,1542.58
2021-04-01,West Virginia,12.42,693.61
2021-04-01,Washington,10.14,2980.93
2021-04-01,Virginia,12.66,2438.4
2021-04-01,Vermont,19.46,154.7
2021-04-01,Utah,9.99,686.28
2021-04-01,Texas,12.08,9225.57
2021-04-01,Tennessee,11.51,2693.12
2021-04-01,Kansas,13.66,802.69
2021-04-01,Connecticut,23.76,839.09
2021-04-01,Indiana,13.84,2085.0
2021-04-01,Illinois,13.98,2777.25
2021-04-01,Colorado,12.46,1435.58
2021-04-01,California,23.37,5324.17
2021-04-01,Arkansas,11.09,1099.63
2021-04-01,Arizona,12.52,2399.87
2021-04-01,Georgia,12.13,3660.73
2021-04-01,Florida,11.68,9220.07
2021-04-01,Delaware,12.69,348.85
2021-04-01,Alaska,22.27,167.33
2021-04-01,Alabama,13.61,1965.68
2021-04-01,District of Columbia,13.31,156.9
2021-04-01,Idaho,9.62,673.83
2021-03-01,Kentucky,10.98,2063.75
2021-03-01,Kansas,12.92,923.02
2021-03-01,District of Columbia,12.88,196.06
2021-03-01,Delaware,12.06,439.51
2021-03-01,Connecticut,22.72,1044.91
2021-03-01,Colorado,12.26,1621.18
2021-03-01,Pacific Contiguous,16.97,13329.22
2021-03-01,Mountain,11.6,7466.7
2021-03-01,East South Central,11.46,9397.89
2021-03-01,South Atlantic,11.78,28170.44
2021-03-01,West North Central,11.34,8499.9
2021-03-01,U.S. Total,13.24,114373.98
2021-03-01,Pacific Noncontiguous,27.82,420.49
2021-03-01,Mississippi,11.36,1505.62
2021-03-01,Minnesota,12.97,1950.25
2021-03-01,Michigan,17.18,2676.53
2021-03-01,Massachusetts,23.08,1592.5
2021-03-01,West South Central,11.1,17855.86
2021-03-01,South Dakota,11.27,450.24
2021-03-01,South Carolina,12.96,2282.38
2021-03-01,Rhode Island,23.34,242.02
2021-03-01,Pennsylvania,13.22,4615.72
2021-03-01,Oregon,11.14,1882.69
2021-03-01,Oklahoma,8.85,1618.44
2021-03-01,Montana,10.91,542.82
2021-03-01,Missouri,10.26,2648.68
2021-03-01,California,22.04,7544.2
2021-03-01,Arkansas,10.39,1667.48
2021-03-01,Arizona,12.15,2150.05
2021-03-01,Alaska,22.0,199.33
2021-03-01,Alabama,13.23,2306.3
2021-03-01,Nebraska,10.03,901.06
2021-03-01,North Carolina,11.28,4605.51
2021-03-01,New York,18.04,4115.0
2021-03-01,New Mexico,12.61,536.72
2021-03-01,Vermont,18.71,188.04
2021-03-01,Utah,9.98,764.22
2021-03-01,Texas,11.7,12105.31
2021-03-01,Tennessee,10.63,3522.22
2021-03-01,West Virginia,12.49,960.89
2021-03-01,Washington,9.97,3902.33
2021-03-01,New Jersey,15.95,2143.25
2021-03-01,New Hampshire,19.22,411.84
2021-03-01,Virginia,11.55,3835.62
2021-03-01,Ohio,12.38,4102.82
2021-03-01,North Dakota,10.2,430.26
2021-03-01,East North Central,13.96,14423.6
2021-03-01,Middle Atlantic,15.58,10873.97
2021-03-01,New England,21.62,3935.91
2021-03-01,Wyoming,10.76,276.98
2021-03-01,Wisconsin,14.32,1800.94
2021-03-01,Nevada,11.94,813.52
2021-03-01,Maryland,12.78,2203.42
2021-03-01,Florida,11.53,9383.74
2021-03-01,Idaho,9.96,761.2
2021-03-01,Hawaii,33.07,221.17
2021-03-01,Georgia,11.72,4263.29
2021-03-01,Illinois,13.82,3268.8
2021-03-01,Iowa,11.26,1196.39
2021-03-01,Indiana,13.04,2574.49
2021-03-01,Maine,16.41,456.61
2021-03-01,Louisiana,10.14,2464.62
2021-02-01,Mountain,11.54,7480.81
2021-02-01,Massachusetts,22.67,1793.7
2021-02-01,Maryland,12.47,2699.72
2021-02-01,Maine,16.23,468.13
2021-02-01,Louisiana,9.97,2524.47
2021-02-01,Kentucky,10.31,2730.74
2021-02-01,Kansas,12.21,1247.13
2021-02-01,U.S. Total,13.01,126549.56
2021-02-01,Pacific Noncontiguous,27.13,399.58
2021-02-01,New York,18.83,4377.58
2021-02-01,New Mexico,12.83,560.58
2021-02-01,New Jersey,16.36,2225.32
2021-02-01,Vermont,18.39,205.78
2021-02-01,Utah,9.98,771.76
2021-02-01,Texas,12.69,11722.65
2021-02-01,Tennessee,10.23,4373.79
2021-02-01,South Dakota,12.29,527.39
2021-02-01,South Carolina,12.61,2686.53
2021-02-01,West Virginia,11.1,1196.8
2021-02-01,Washington,9.81,3940.54
2021-02-01,Virginia,11.24,4729.66
2021-02-01,Rhode Island,24.09,255.39
2021-02-01,Pennsylvania,13.06,5311.78
2021-02-01,Oregon,10.99,1940.37
2021-02-01,Oklahoma,10.97,2317.68
2021-02-01,Wyoming,10.84,303.39
2021-02-01,Wisconsin,13.96,2000.42
2021-02-01,Ohio,11.64,5062.78
2021-02-01,Florida,11.79,9309.15
2021-02-01,District of Columbia,12.74,211.45
2021-02-01,Delaware,11.95,478.67
2021-02-01,Connecticut,22.75,1144.8
2021-02-01,Colorado,12.54,1597.48
2021-02-01,New Hampshire,19.27,428.78
2021-02-01,Nevada,11.82,781.85
2021-02-01,Nebraska,9.32,1059.95
2021-02-01,Montana,10.66,577.92
2021-02-01,Idaho,9.59,872.57
2021-02-01,Hawaii,32.49,200.56
2021-02-01,Georgia,11.57,4995.96
2021-02-01,North Dakota,9.47,571.1
2021-02-01,North Carolina,10.98,5653.03
2021-02-01,Iowa,11.6,1377.25
2021-02-01,Indiana,12.32,3330.05
2021-02-01,Illinois,12.19,4158.58
2021-02-01,California,22.5,6320.65
2021-02-01,Arkansas,12.17,1851.48
2021-02-01,Arizona,12.08,2015.27
2021-02-01,Alaska,21.73,199.02
2021-02-01,Alabama,12.88,2888.98
2021-02-01,Missouri,9.28,3798.0
2021-02-01,Mississippi,11.17,1649.76
2021-02-01,Minnesota,12.7,2109.39
2021-02-01,Michigan,16.95,2993.8
2021-02-01,South Atlantic,11.64,31960.98
2021-02-01,West North Central,10.76,10690.21
2021-02-01,East North Central,13.07,17545.62
2021-02-01,Middle Atlantic,15.8,11914.68
2021-02-01,New England,21.53,4296.57
2021-02-01,West South Central,12.05,18416.27
2021-02-01,East South Central,11.04,11643.27
2021-02-01,Pacific Contiguous,16.57,12201.56
2021-01-01,Louisiana,9.51,2858.54
2021-01-01,Kentucky,10.46,2807.81
2021-01-01,Alaska,21.42,206.28
2021-01-01,Arizona,11.69,2591.05
2021-01-01,Alabama,12.21,3145.57
2021-01-01,California,21.45,7540.17
2021-01-01,Colorado,12.07,1775.19
2021-01-01,Connecticut,21.32,1277.73
2021-01-01,Delaware,11.73,497.42
2021-01-01,District of Columbia,12.21,240.08
2021-01-01,Florida,11.47,9886.53
2021-01-01,Arkansas,9.48,1913.44
2021-01-01,Maine,16.49,468.01
2021-01-01,Maryland,12.6,2921.62
2021-01-01,South Dakota,10.96,502.46
2021-01-01,Tennessee,10.31,4399.99
2021-01-01,Oklahoma,8.83,2232.96
2021-01-01,Oregon,11.04,2065.14
2021-01-01,Georgia,10.77,5644.47
2021-01-01,Iowa,10.85,1466.28
2021-01-01,Kansas,11.85,1198.84
2021-01-01,Texas,11.35,13395.66
2021-01-01,Utah,9.98,908.71
2021-01-01,Vermont,18.39,222.6
2021-01-01,Mississippi,10.65,1799.05
2021-01-01,Missouri,9.3,3610.02
2021-01-01,Montana,10.7,575.3
2021-01-01,Minnesota,12.56,2192.48
2021-01-01,New Hampshire,18.93,471.85
2021-01-01,North Dakota,9.47,538.21
2021-01-01,Massachusetts,22.3,1941.77
2021-01-01,Michigan,16.92,3160.26
2021-01-01,Ohio,11.81,5221.73
2021-01-01,New Jersey,16.14,2612.84
2021-01-01,New Mexico,12.44,665.04
2021-01-01,Hawaii,30.67,245.09
2021-01-01,Idaho,10.02,968.36
2021-01-01,Illinois,12.23,4171.35
2021-01-01,Indiana,12.18,3329.53
2021-01-01,Nebraska,9.31,1008.0
2021-01-01,South Carolina,11.65,3044.35
2021-01-01,Pennsylvania,13.07,5778.69
2021-01-01,Rhode Island,23.41,287.65
2021-01-01,Nevada,11.52,951.79
2021-01-01,Virginia,10.89,5249.47
2021-01-01,New York,18.31,4661.63
2021-01-01,North Carolina,10.39,6227.36
2021-01-01,Washington,9.77,3986.35
2021-01-01,Pacific Contiguous,16.44,13591.66
2021-01-01,East South Central,10.89,12152.41
2021-01-01,West South Central,10.64,20400.6
2021-01-01,Mountain,11.33,8752.49
2021-01-01,West Virginia,11.19,1346.36
2021-01-01,Wisconsin,14.03,2154.21
2021-01-01,Pacific Noncontiguous,26.44,451.37
2021-01-01,U.S. Total,12.62,136682.35
2021-01-01,Wyoming,10.44,317.05
2021-01-01,New England,20.99,4669.61
2021-01-01,Middle Atlantic,15.56,13053.15
2021-01-01,East North Central,13.14,18037.09
2021-01-01,South Atlantic,11.19,35057.67
2021-01-01,West North Central,10.57,10516.31
